_id,userId,problemId,problemTitle,language,code,status,submittedAt,submissionId,__v
6982c9451ce3d38f23ae803a,6982c6e4313f449218208572,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        long maxOne = Long.MIN_VALUE;\n        long maxTwo = Long.MIN_VALUE;\n        long maxThree = Long.MIN_VALUE;\n        for (int num2:nums){\n            long num = num2;\n          if(num == maxOne || num == maxTwo || num == maxThree){\n            continue;\n          }\n            if (num>maxOne){\n                maxThree = maxTwo;\n                maxTwo = maxOne;\n                maxOne = num;\n            }\n            else if (num>maxTwo ){\n                maxThree = maxTwo;\n                maxTwo = num;\n            }\n            else  if (num>maxThree){\n                maxThree = num;\n            }\n        }\n        return (int)( (maxThree == Long.MIN_VALUE) ? maxOne:maxThree);\n        \n    }\n},submitted,2026-02-04T04:21:25.536Z,16,0
6982c951a3cda63886ca117d,6982c6ff313f4492182085f9,698234bd2fd0434e56a60d41,Climbing Stairs,python,"class Solution {\n    public int climbStairs(int n) {\n        if(n<=2){\n            return n;\n        }\n        int a = 1,b = 2,result = 0;\n        for(int i = 3;i<=n;i++){\n            result = a+b;\n            a = b;\n            b = result;\n        }\n        return result;\n    }\n}",submitted,2026-02-04T04:21:37.648Z,17,0
6982c958030bfd98ad13e32f,6982c6c2313f449218208477,698234bd2fd0434e56a60d41,Climbing Stairs,c,"int climbStairs(int n) {\n    int a=2,b=3;\n    if (n<=3) return n;\n    n-=3;\n    while (n--){\n        int temp=b;\n        b=a+b;\n        a=temp;\n        \n    }\n    return b;\n}\n",submitted,2026-02-04T04:21:44.515Z,18,0
6982c984a3cda63886ca118d,6982c743313f4492182086be,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) {\n        if (n <= 3) return n;\n\n        int prev1 = 3;\n        int prev2 = 2;\n        int cur = 0;\n\n        for (int i = 3; i < n; i++) {\n            cur = prev1 + prev2;\n            prev2 = prev1;\n            prev1 = cur;\n        }\n\n        return cur;        \n    }\n},submitted,2026-02-04T04:22:28.364Z,19,0
6982c98b2e6930829d349cf3,6982c7af503a1536cfa61ca1,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public Object solution(Object input) {\n        int first=0;\n        int second=1;\n        int third=2;\n        if(n==1)\n        return 1;\n        if(n==2) return 2;\n        for(int i=3;i<=n;i++){\n       int     temp=third;\n            third=second+third;\n            second=temp;\n        }\n        return third;\n    }\n},submitted,2026-02-04T04:22:35.176Z,20,0
6982c996313f4492182088df,6982c746313f4492182086cd,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public Object solution(Object n) {\n        \n        if(n<=3) return n;\n        int prev1=2;\n        int prev2=3;\n        for(int i=3;i<n;i++){\n            int curr=prev1+prev2;\n            prev1=prev2;\n            prev2=curr;\n        }\n        return prev2;\n    }\n},submitted,2026-02-04T04:22:46.049Z,21,0
6982c99f68eefbb5718044d9,6982c75e313f449218208718,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) {\n        if(n<=3) return n;\n\n        int prev1=3;\n        int prev2=2;\n        int cur=0;\n\n        for(int i=3;i<n;i++){\n            cur=prev1+prev2;\n            prev2=prev1;\n            prev1=cur;\n        }\n        return cur;\n    }\n},submitted,2026-02-04T04:22:55.433Z,22,0
6982c9ab1ce3d38f23ae8053,6982c76e68eefbb57180445b,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int climbStairs(int n) {\n        if (n == 0 || n == 1) {\n            return 1;\n        }\n        int prev = 1, curr = 1;\n        for (int i = 2; i <= n; i++) {\n            int temp = curr;\n            curr = prev + curr;\n            prev = temp;\n        }\n        return curr;\n    }\n}",submitted,2026-02-04T04:23:07.165Z,23,0
6982c9b0a3cda63886ca11a3,6982c71698be081303a0d272,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public int climbStairs(int n) {\n        if(n <= 1){\n            return 1;\n        }\n        int a = 1, b = 1;\n        for(int i = 2; i <= n; i++){\n            int temp = a + b;\n            a = b;\n            b = temp;\n        }\n        return b;\n    }\n}",submitted,2026-02-04T04:23:12.014Z,24,0
6982c9bb313f4492182088ec,6982c70e98be081303a0d244,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public Object solution(Object input) {\n        int a = 1, b = 1;\n        for(int i=1;i<=input;i++) {\n            int temp = a+b;\n            a = b;\n            b = temp;\n        }\n\n        return a;\n    }\n}",submitted,2026-02-04T04:23:23.994Z,25,0
6982c9c8030bfd98ad13e349,6982c74f313f4492182086e5,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) {\n      if(n<=3) return n;\n      \n        int prev1 = 3;\n        int prev2 = 2;\n        int cur = 0;\n\n        for (int i = 3; i < n; i++) {\n            cur = prev1 + prev2;\n            prev2 = prev1;\n            prev1 = cur;\n        }\n\n        return cur;      \n    }\n},submitted,2026-02-04T04:23:36.673Z,26,0
6982c9ce98be081303a0d3fc,6982c7611ce3d38f23ae7ead,698234bd2fd0434e56a60d41,Climbing Stairs,c,"int climbStairs(int n) {\n    if (n <= 2) return n;\n    int a = 1, b = 2, c;\n    for (int i = 3; i <= n; i++) {\n        c = a + b;\n        a = b;\n        b = c;\n    }\n    return b;\n}",submitted,2026-02-04T04:23:42.687Z,27,0
6982c9d6313f4492182088f2,6982c71c98be081303a0d287,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        HashSet<Integer> set = new HashSet<>();\n        for(int n:nums){\n            set.add(n);\n        }\n        int[] arr = new int[set.size()];\n        int count=0;\n        for(int n:set){\n            arr[count++] = n;\n        }\n        Arrays.sort(arr);\n        int len = arr.length-1;\n        if(len >= 2){\n            return arr[len-2];\n        }\n        return arr[len];\n    }\n},submitted,2026-02-04T04:23:50.473Z,28,0
6982c9d7313f4492182088f8,6982c746313f4492182086cd,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public Object solution(Object n) {\n        long third=Long.MIN_VALUE,second=Long.MIN_VALUE,first=Long.MIN_VALUE;\n        for(int n:nums){\n            if(n==third || n==second || n==first){\n                continue;\n            }\n            if(n>first){\n                third=second;\n                second=first;\n                first=n;\n            }else if(n>second){\n                third=second;\n                second=n;\n            }else if( n>third){\n                third=n;\n            }\n        }\n        return third==Long.MIN_VALUE?(int)first:(int)third;\n    }\n}",submitted,2026-02-04T04:23:51.132Z,29,0
6982c9deba4a788c6d48a926,6982c743313f4492182086be,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n       TreeSet<Integer> set=new TreeSet<>();\n       for(int num:nums)set.add(num);\n       List<Integer> list=new ArrayList<>(set);\n       if(list.size()>=3){\n        return list.get(list.size()-3);\n       }\n       else{\n        return list.get(list.size()-1);\n       }\n    }\n},submitted,2026-02-04T04:23:58.286Z,30,0
6982c9f4313f449218208a10,6982c6fe98be081303a0d214,698234bd2fd0434e56a60d41,Climbing Stairs,python,"n = int(input())\nif n <= 2 :\n       return n \nnl = [0]*(n+1)\nnl[1] = 1 \nnl[2] = 2\n\n for i in range ( 3 , n+1):\n        nl[i]  = nl[i-1] +nl[i-2]\nprint(nl[n])",submitted,2026-02-04T04:24:20.776Z,31,0
6982ca07313f449218208ab7,6982c7af503a1536cfa61ca1,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public Object solution(Object input) {\n        long first=Long.MIN_VALUE;\n        long second=Long.MIN_VALUE;\n        long third=Long.MIN_VALUE;\n        for(int i=0;i<nums.length;i++){\n            if(nums[i]>first){\n                third=second;\n                second=first;\n                first=nums[i];\n\n            }\n      else  if(nums[i]>second && nums[i]<first){\n            third=second;\n            second=nums[i];\n\n            }\n        else if(nums[i]>third && nums[i]<second)\n            third=nums[i];\n        }\n        if(third==Long.MIN_VALUE)\n        return (int)first;\n       \n\n         return (int)third;\n    }\n},submitted,2026-02-04T04:24:39.831Z,32,0
6982ca0a313f449218208ac3,6982c74f313f4492182086e5,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n      Arrays.sort(nums);\n        if(nums.length<3)\n        return nums[nums.length-1];\n        int a=1;\n        for(int i=nums.length-1;i>0;i--)\n        {\n            if(nums[i]-nums[i-1]!=0)a++;\n            if(a==3)return nums[i-1];\n        }\n        return nums[nums.length-1];   \n        \n    }\n},submitted,2026-02-04T04:24:42.410Z,33,0
6982ca0d313f449218208ac9,6982c70e98be081303a0d244,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public Object solution(Object input) {\n        int a = 1, b = 1;\n        for(int i=1;i<=(int)input;i++) {\n            int temp = a+b;\n            a = b;\n            b = temp;\n        }\n\n        return a;\n    }\n}",submitted,2026-02-04T04:24:45.398Z,34,0
6982ca0f313f449218208ad6,6982c70e98be081303a0d244,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public Object solution(Object input) {\n        int a = 1, b = 1;\n        for(int i=1;i<=(int)input;i++) {\n            int temp = a+b;\n            a = b;\n            b = temp;\n        }\n\n        return a;\n    }\n}",submitted,2026-02-04T04:24:47.663Z,35,0
6982ca11313f449218208ae7,6982c70e98be081303a0d244,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public Object solution(Object input) {\n        int a = 1, b = 1;\n        for(int i=1;i<=(int)input;i++) {\n            int temp = a+b;\n            a = b;\n            b = temp;\n        }\n\n        return a;\n    }\n}",submitted,2026-02-04T04:24:49.626Z,36,0
6982ca15313f449218208af5,6982c74298be081303a0d30f,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) {\n        \n        int dp[] = new int[n+1];\n        dp[0]=1;\n        dp[1]=1;\n        for(int i=2 ;i<=n ; i++)\n        {\n            dp[i] = dp[i-1] + dp[i-2];\n        }\n        return dp[n];\n    }\n},submitted,2026-02-04T04:24:53.665Z,37,0
6982ca1b313f449218208afe,6982c6e1313f449218208550,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public Object solution(Object input) {\n        // TODO: Implement solution\n        return null;\n    }\n},submitted,2026-02-04T04:24:59.132Z,38,0
6982ca1f313f449218208b20,6982c6e1313f449218208550,698234bd2fd0434e56a60d41,Climbing Stairs,java,https://leetcode.com/problems/climbing-stairs/submissions/1907465983/,submitted,2026-02-04T04:25:03.324Z,39,0
6982ca24313f449218208b31,6982c71698be081303a0d272,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Arrays.sort(nums);\n        int i = 0;\n        for(int indx = nums.length-2; indx >= 0; indx--){\n            if(nums[indx] != nums[indx+1]){\n                i++;\n            }\n            if(i == 2){\n                return nums[indx];\n            }\n        }\n        return nums[nums.length-1];\n    }\n},submitted,2026-02-04T04:25:08.014Z,40,0
6982ca74313f449218208d39,6982c6ab313f449218208354,698234bd2fd0434e56a6111b,Third Maximum Number,c,"int thirdMax(int* nums, int numsSize) {\n    long first = LONG_MIN, second = LONG_MIN, third = LONG_MIN;\n    for (int i = 0; i < numsSize; i++) {\n        long n = nums[i];\n        if (n == first || n == second || n == third)\n            continue;\n        if (n > first) {\n            third = second;\n            second = first;\n            first = n;\n        }\n        else if (n > second) {\n            third = second;\n            second = n;\n        }\n        else if (n > third) {\n            third = n;\n        }\n    }\n    return (third == LONG_MIN)?first:third;\n}",submitted,2026-02-04T04:26:28.950Z,41,0
6982ca78313f449218208d3f,6982c74298be081303a0d30f,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        Arrays.sort(nums);\n        int n = nums.length, cnt = 1;\n\n        for (int i = n - 1; i >= 1; i--) {\n            if (nums[i] != nums[i - 1]) \n                cnt++;\n            if (cnt == 3)\n                return nums[i - 1];\n        }\n\n        return nums[n - 1];\n    }\n}",submitted,2026-02-04T04:26:32.298Z,42,0
6982ca78313f449218208d45,6982c6d4313f449218208509,698234bd2fd0434e56a60d41,Climbing Stairs,cpp,"// Climbing Stairs\n// TODO: Implement solution\n\nclass Solution {\npublic:\n    void solution() {\n        int a=1,b=2;\n\n        if(n<=2){\n            return n;\n        }\n        else{\n            for(int i=3;i<=n;i++){\n                int c=a+b;\n                a=b;\n                b=c;\n            }\n            return b;\n        }     \n    }\n};",submitted,2026-02-04T04:26:32.920Z,43,0
6982ca8f313f449218208d69,6982c7792e6930829d349b91,698234bd2fd0434e56a6111b,Third Maximum Number,cpp,"class Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n    int n = nums.size();\n    long max1 = LONG_MIN, max2 = LONG_MIN, max3 = LONG_MIN;\n\n    for (int i = 0; i < n; i++) {\n        if (max1 < nums[i]) {\n            max3 = max2;\n            max2 = max1;\n            max1 = nums[i];\n        } \n        else if (max2 < nums[i] && nums[i] != max1) {\n            max3 = max2;\n            max2 = nums[i];\n        } \n        else if (max3 < nums[i] && nums[i] != max2 && nums[i] != max1) {\n                max3 = nums[i];\n        }\n    }\n\n    return max3 == LONG_MIN ? max1 : max3;\n\n    }\n};",submitted,2026-02-04T04:26:55.305Z,44,0
6982caa4313f449218208d99,6982c73198be081303a0d2e0,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        Arrays.sort(nums);\n        if(nums.length<=2)\n        return nums[nums.length-1];\n        int distinct=1;\n        int i;\n        for(i=nums.length-2; i>=0; i--)\n        {\n            if(nums[i]!=nums[i+1])\n            distinct++;\n\n            if(distinct==3)\n            return nums[i];\n        }\n        return nums[nums.length-1];\n    }\n},submitted,2026-02-04T04:27:16.256Z,45,0
6982cab3313f449218208dad,6982c67a313f4492182082ad,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) {\n        if(n==1)return 1;\n        if(n==2)return 2;\n        long first = 1;\n        long next = 2;\n        long val =0;\n        for(int i=3;i<=n;i++)\n        {\n            val = first+next;\n            first = next;\n            next = val;\n        }\n        return (int)val;\n    }\n},submitted,2026-02-04T04:27:31.329Z,46,0
6982cac4313f449218208dbf,6982c6fe98be081303a0d214,698234bd2fd0434e56a60d41,Climbing Stairs,python,"class Solution:\n    def climbStairs(self, n: int) -> int:\n        if n <= 2 :\n            return n \n        nl = [0]*(n+1)\n        nl[1] = 1 \n        nl[2] = 2\n\n        for i in range ( 3 , n+1):\n            nl[i]  = nl[i-1] +nl[i-2]\n        return nl[n]",submitted,2026-02-04T04:27:48.059Z,47,0
6982cacb313f449218208dcb,6982c6ef313f4492182085c2,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public int thirdMax(int[] nums) {\n        Integer max1 = null, max2 = null, max3 = null;\n        for (int num : nums) {\n\n            if ((max1 != null && num == max1) ||\n                (max2 != null && num == max2) ||\n                (max3 != null && num == max3)) {\n                continue;\n            }\n\n            if (max1 == null || num > max1) {\n                max3 = max2;\n                max2 = max1;\n                max1 = num;\n            }\n            else if (max2 == null || num > max2) {\n                max3 = max2;\n                max2 = num;\n            }\n            else if (max3 == null || num > max3) {\n                max3 = num;\n            }\n        }\n\n        return max3 == null ? max1 : max3;\n    }\n}",submitted,2026-02-04T04:27:55.546Z,48,0
6982cad6313f449218208ddd,6982c960ba4a788c6d48a88d,698234bd2fd0434e56a60d41,Climbing Stairs,java,class Solution {\n    public int climbStairs(int n) {\n        int arr[]= new int[n+1];\n        arr[0]=0;\n        arr[1]=1;\n        if(n==1)\n        {\n            return arr[1];\n        }\n        arr[2]=2;\n        for(int i=3;i<=n;i++)\n        {\n            arr[i]=arr[i-1]+arr[i-2];\n        }\n        return arr[n];\n\n    }\n},submitted,2026-02-04T04:28:06.989Z,49,0
6982cadd929efb8951f82a2b,6982c6ea313f4492182085a0,698234bd2fd0434e56a6111b,Third Maximum Number,java,"class Solution {\n    public Object solution(Object input) {\n        long firstMax = Long.MIN_VALUE, secMax = Long.MIN_VALUE, thirdMax = Long.MIN_VALUE;\n\n        for (int num : nums) {\n            if (num == firstMax || num == secMax || num == thirdMax) continue;\n\n            if (num > firstMax) {\n                thirdMax = secMax;\n                secMax = firstMax;\n                firstMax = num;\n            }\n\n            else if (num > secMax) {\n                thirdMax = secMax;\n                secMax = num;\n            }\n\n            else if (num > thirdMax) {\n                thirdMax = num;\n            }\n        }\n\n        return (thirdMax == Long.MIN_VALUE) ? (int) firstMax : (int) thirdMax;\n    }\n}",submitted,2026-02-04T04:28:13.197Z,50,0
6982cadd929efb8951f82a31,6982c989ba4a788c6d48a898,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n        HashSet<Integer> set=new HashSet<>();\n        \n        for(int num:nums){\n            set.add(num);\n        }\n        int j=0;\n        int arr[]=new int[set.size()];\n        for(int i:set){\n            arr[j++]=i;\n        }\n        Arrays.sort(arr);\n        \n        if(arr.length>=3){\n            return(arr[arr.length-3]);\n        }\n        return (arr[arr.length-1]);\n        \n    }\n},submitted,2026-02-04T04:28:13.498Z,51,0
6982cafd782f6706193fbfa8,6982c77c2e6930829d349b95,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public int climbStairs(int n) {\n        Map<Integer, Integer> memo = new HashMap<>();\n        return climbStairs(n, memo);\n    }\n    \n    private int climbStairs(int n, Map<Integer, Integer> memo) {\n        if (n == 0 || n == 1) {\n            return 1;\n        }\n        if (!memo.containsKey(n)) {\n            memo.put(n, climbStairs(n-1, memo) + climbStairs(n-2, memo));\n        }\n        return memo.get(n);\n    }\n}",submitted,2026-02-04T04:28:45.756Z,52,0
6982cb01ef1668dd91ccff3d,6982c77c2e6930829d349b95,698234bd2fd0434e56a60d41,Climbing Stairs,java,"class Solution {\n    public int climbStairs(int n) {\n        Map<Integer, Integer> memo = new HashMap<>();\n        return climbStairs(n, memo);\n    }\n    \n    private int climbStairs(int n, Map<Integer, Integer> memo) {\n        if (n == 0 || n == 1) {\n            return 1;\n        }\n        if (!memo.containsKey(n)) {\n            memo.put(n, climbStairs(n-1, memo) + climbStairs(n-2, memo));\n        }\n        return memo.get(n);\n    }\n}",submitted,2026-02-04T04:28:49.056Z,53,0
6982cb11133c599864e8e04c,6982c6fe98be081303a0d214,698234bd2fd0434e56a6111b,Third Maximum Number,java,class Solution {\n    public int thirdMax(int[] nums) {\n      \n        Long first = null;   \n        Long second = null; \n        Long third = null;   \n        \n        for (int num : nums) {\n            long n = num;\n\n           \n            if ((first != null && n == first) ||\n                (second != null && n == second) ||\n                (third != null && n == third)) {\n                continue;\n            }\n\n    \n            if (first == null || n > first) {\n              \n                third = second;\n                second = first;\n                first = n;\n            } else if (second == null || n > second) {\n               \n                third = second;\n                second = n;\n            } else if (third == null || n > third) {\n                third = n;\n            }\n        }\n\n  \n        return (third == null) ? first.intValue() : third.intValue();\n    }\n}\n,submitted,2026-02-04T04:29:05.493Z,54,0
6982cb4d782f6706193fbfc6,6982c8ff1ce3d38f23ae8030,698234bd2fd0434e56a6111b,Third Maximum Number,c,"int thirdMax(int* nums, int numsSize) {\n    long long max=LLONG_MIN,max2=LLONG_MIN,max3=LLONG_MIN;\n    for(int i=0;i<numsSize;i++){\n        if(nums[i]==max||nums[i]==max2||nums[i]==max3)\n        continue;\n        if(nums[i]>max){\n            max3=max2;\n            max2=max;\n            max=nums[i];\n        }\n        else if (nums[i]>max2){\n            max3=max2;\n            max2=nums[i];\n        }\n        else if(nums[i]>max3){\n            max3=nums[i];\n        }\n    }\n    if(max3==LLONG_MIN)\n    return max;\n    \n    return max3;\n\n}",submitted,2026-02-04T04:30:05.952Z,55,0
6982cb5f01e09ebcc630ab6b,6982c77c2e6930829d349b95,698234bd2fd0434e56a6111b,Third Maximum Number,java,\n\nclass Solution {\n        public int thirdMax(int[] nums) {\n        Integer m1 = null;\n        Integer m2 = null;\n        Integer m3 = null;\n        for (Integer n : nums) {\n            if (n.equals(m1) || n.equals(m2) || n.equals(m3)) continue;\n            if (m1 == null || n > m1) {\n                m3 = m2;\n                m2 = m1;\n                m1 = n;\n            } else if (m2 == null || n > m2) {\n                m3 = m2;\n                m2 = n;\n            } else if (m3 == null || n > m3) {\n                m3 = n;\n            }\n        }\n        return m3 == null ? m1 : m3;\n    }\n},submitted,2026-02-04T04:30:23.703Z,56,0
6982cb6422fa3fe4242d51b5,6982c732313f449218208696,698234bd2fd0434e56a6111b,Third Maximum Number,cpp,"class Solution {\npublic:\n    int thirdMax(vector<int>& nums) {\n        \n        sort(nums.begin(),nums.end());\n        int c=0;\n        nums.erase(unique(nums.begin(),nums.end()),nums.end());\n        if(nums.size()==1){\n            return nums[0];\n        }\n        if(nums.size()<3){\n            if(nums[0]>nums[1]){\n                return nums[0];\n            }\n            else{\n                return nums[1];\n            }\n        }\n        for(int i=0;i<nums.size();i++){\n            for(int j=0;j<nums.size();j++){\n                   if(nums[i]!=nums[j]){\n                    if(nums[i]<nums[j]){\n                        c++;\n                    }\n                   }\n            }\n              if(c==2){\n                    return nums[i];\n                   }\n                   c=0;\n        }\n        return 0;\n    }\n};",submitted,2026-02-04T04:30:28.815Z,57,0
